"field","year","n","total","prop"
"AGRI",1960,0,7496,0
"AGRI",1961,0,8819,0
"AGRI",1962,0,9134,0
"AGRI",1963,0,9491,0
"AGRI",1964,0,10039,0
"AGRI",1965,0,12350,0
"AGRI",1966,0,12654,0
"AGRI",1967,0,14188,0
"AGRI",1968,0,15126,0
"AGRI",1969,0,17190,0
"AGRI",1970,0,18354,0
"AGRI",1971,0,19012,0
"AGRI",1972,1,19996,5.00100020004001e-05
"AGRI",1973,0,21830,0
"AGRI",1974,0,22663,0
"AGRI",1975,1,22972,4.35312554414069e-05
"AGRI",1976,1,25445,3.93004519551975e-05
"AGRI",1977,1,25997,3.84659768434819e-05
"AGRI",1978,1,26875,3.72093023255814e-05
"AGRI",1979,1,28820,3.46981263011797e-05
"AGRI",1980,1,29169,3.42829716479824e-05
"AGRI",1981,4,29799,0.000134232692372227
"AGRI",1982,1,33692,2.96806363528434e-05
"AGRI",1983,0,35230,0
"AGRI",1984,0,38369,0
"AGRI",1985,1,39300,2.54452926208651e-05
"AGRI",1986,1,39160,2.55362614913177e-05
"AGRI",1987,1,39701,2.51882824110224e-05
"AGRI",1988,1,42171,2.37129781129212e-05
"AGRI",1989,0,45567,0
"AGRI",1990,2,50093,3.99257381270836e-05
"AGRI",1991,3,50366,5.95639915816225e-05
"AGRI",1992,3,50510,5.93941793704217e-05
"AGRI",1993,2,54954,3.63940750445827e-05
"AGRI",1994,3,63675,4.71142520612485e-05
"AGRI",1995,3,64553,4.64734404287949e-05
"AGRI",1996,1,78383,1.27578684153452e-05
"AGRI",1997,4,82068,4.87400692108983e-05
"AGRI",1998,3,83315,3.60079217427834e-05
"AGRI",1999,4,84472,4.73529690311583e-05
"AGRI",2000,3,87463,3.4300218378057e-05
"AGRI",2001,4,91822,4.35625449238745e-05
"AGRI",2002,1,97372,1.02698927823194e-05
"AGRI",2003,5,99847,5.00766172243533e-05
"AGRI",2004,4,105106,3.8056818830514e-05
"AGRI",2005,7,117409,5.96206423698354e-05
"AGRI",2006,6,128769,4.65950655825548e-05
"AGRI",2007,10,141444,7.06993580498289e-05
"AGRI",2008,7,152212,4.5988489737997e-05
"AGRI",2009,7,159803,4.38039335932367e-05
"AGRI",2010,17,169080,0.000100544121126094
"AGRI",2011,19,187747,0.00010120001917474
"AGRI",2012,25,198300,0.000126071608673727
"AGRI",2013,28,211681,0.000132274507395562
"AGRI",2014,34,216570,0.000156993120007388
"AGRI",2015,43,224537,0.00019150518622766
"AGRI",2016,41,222906,0.000183934034974384
"AGRI",2017,28,229998,0.000121740189045122
"AGRI",2018,42,237974,0.000176489868641112
"AGRI",2019,34,246734,0.000137800222101534
"AGRI",2020,38,260939,0.00014562790537252
"AGRI",2021,16,281062,5.6926941386598e-05
"ARTS",1960,0,7354,0
"ARTS",1961,0,7567,0
"ARTS",1962,0,7552,0
"ARTS",1963,0,8138,0
"ARTS",1964,0,8781,0
"ARTS",1965,0,8814,0
"ARTS",1966,1,9174,0.000109003706126008
"ARTS",1967,3,9617,0.000311947592804409
"ARTS",1968,3,10383,0.000288933834151979
"ARTS",1969,0,11131,0
"ARTS",1970,0,11446,0
"ARTS",1971,3,11935,0.000251361541684122
"ARTS",1972,3,12031,0.00024935583077051
"ARTS",1973,3,13398,0.000223914017017465
"ARTS",1974,8,14949,0.000535152853033648
"ARTS",1975,11,15025,0.000732113144758735
"ARTS",1976,9,15165,0.000593471810089021
"ARTS",1977,14,15766,0.000887986807053152
"ARTS",1978,12,16078,0.000746361487747232
"ARTS",1979,19,16332,0.00116336027430811
"ARTS",1980,23,17332,0.00132702515578121
"ARTS",1981,17,17516,0.000970541219456497
"ARTS",1982,17,18425,0.000922659430122117
"ARTS",1983,23,18773,0.00122516379907314
"ARTS",1984,23,19850,0.00115869017632242
"ARTS",1985,32,19524,0.00163900839991805
"ARTS",1986,44,20328,0.00216450216450216
"ARTS",1987,27,21564,0.00125208681135225
"ARTS",1988,49,22711,0.00215754480207829
"ARTS",1989,34,23539,0.00144441140235354
"ARTS",1990,45,24359,0.00184736647645634
"ARTS",1991,46,24432,0.00188277668631303
"ARTS",1992,40,24947,0.00160339920631739
"ARTS",1993,55,26047,0.00211156755096556
"ARTS",1994,62,27330,0.00226856933772411
"ARTS",1995,58,27263,0.00212742544840993
"ARTS",1996,75,29059,0.00258095598609725
"ARTS",1997,98,29510,0.00332090816672314
"ARTS",1998,82,30773,0.00266467357748676
"ARTS",1999,55,31523,0.00174475779589506
"ARTS",2000,74,33461,0.00221152984071008
"ARTS",2001,72,33617,0.00214177350745159
"ARTS",2002,77,55835,0.00137906331154294
"ARTS",2003,107,64357,0.00166260080488525
"ARTS",2004,86,68275,0.00125961186378616
"ARTS",2005,105,72517,0.00144793634596026
"ARTS",2006,143,79259,0.00180421150910307
"ARTS",2007,116,87660,0.00132329454711385
"ARTS",2008,114,92714,0.00122958776452316
"ARTS",2009,139,106654,0.00130327976447203
"ARTS",2010,162,117609,0.00137744560365278
"ARTS",2011,123,127919,0.000961545978314402
"ARTS",2012,173,140498,0.00123133425386838
"ARTS",2013,148,152621,0.00096972238420663
"ARTS",2014,139,152180,0.000913392035747142
"ARTS",2015,149,151319,0.000984674759944224
"ARTS",2016,121,158835,0.000761796833191677
"ARTS",2017,155,169724,0.000913247389880041
"ARTS",2018,164,162160,0.00101134681795757
"ARTS",2019,167,161136,0.00103639161950154
"ARTS",2020,151,161084,0.000937399120955526
"ARTS",2021,177,159300,0.00111111111111111
"BIOC",1960,0,22762,0
"BIOC",1961,0,23021,0
"BIOC",1962,0,24360,0
"BIOC",1963,0,27599,0
"BIOC",1964,2,31872,6.27510040160643e-05
"BIOC",1965,1,33864,2.95298842428538e-05
"BIOC",1966,1,36864,2.71267361111111e-05
"BIOC",1967,2,42267,4.73182388151513e-05
"BIOC",1968,0,44673,0
"BIOC",1969,1,47696,2.09661187520966e-05
"BIOC",1970,0,48901,0
"BIOC",1971,2,54331,3.68113968084519e-05
"BIOC",1972,0,58164,0
"BIOC",1973,2,64346,3.10819631367917e-05
"BIOC",1974,1,66450,1.50489089541008e-05
"BIOC",1975,1,69740,1.43389733295096e-05
"BIOC",1976,7,71890,9.73709834469328e-05
"BIOC",1977,4,75253,5.31540270819768e-05
"BIOC",1978,1,79400,1.25944584382872e-05
"BIOC",1979,4,84964,4.70787627701144e-05
"BIOC",1980,8,87337,9.15992076668537e-05
"BIOC",1981,3,91163,3.29080877110231e-05
"BIOC",1982,2,93935,2.12913184648959e-05
"BIOC",1983,6,92958,6.45452785128768e-05
"BIOC",1984,8,100343,7.97265379747466e-05
"BIOC",1985,3,103000,2.9126213592233e-05
"BIOC",1986,7,107117,6.53491042504924e-05
"BIOC",1987,3,110479,2.71544818472289e-05
"BIOC",1988,30,116700,0.00025706940874036
"BIOC",1989,7,123404,5.67242552915627e-05
"BIOC",1990,11,133842,8.21864586602113e-05
"BIOC",1991,9,135413,6.64633380842312e-05
"BIOC",1992,11,138708,7.93032845978602e-05
"BIOC",1993,11,145875,7.54070265638389e-05
"BIOC",1994,20,152737,0.000130944041064051
"BIOC",1995,18,154240,0.000116701244813278
"BIOC",1996,26,170555,0.000152443493301281
"BIOC",1997,26,171853,0.000151292092660588
"BIOC",1998,30,170093,0.000176374101226976
"BIOC",1999,31,167826,0.000184715121614053
"BIOC",2000,20,171676,0.00011649852046879
"BIOC",2001,22,175719,0.000125199893011001
"BIOC",2002,31,179908,0.000172310291926985
"BIOC",2003,45,189284,0.000237738002155491
"BIOC",2004,44,197532,0.000222748719194865
"BIOC",2005,38,208192,0.000182523824162312
"BIOC",2006,77,221714,0.000347294261977142
"BIOC",2007,31,235237,0.000131781990078091
"BIOC",2008,46,242717,0.000189521129545932
"BIOC",2009,62,255550,0.00024261396986891
"BIOC",2010,62,259919,0.000238535851553753
"BIOC",2011,72,277975,0.000259016098570015
"BIOC",2012,77,300849,0.000255942349816685
"BIOC",2013,86,319738,0.000268970219367107
"BIOC",2014,103,327574,0.000314432769389512
"BIOC",2015,133,331801,0.000400842673771327
"BIOC",2016,100,327271,0.000305557168218388
"BIOC",2017,93,326236,0.000285069704140561
"BIOC",2018,129,346875,0.000371891891891892
"BIOC",2019,111,352030,0.000315314035735591
"BIOC",2020,130,386017,0.000336772732807104
"BIOC",2021,106,428206,0.000247544406197017
"BUSI",1960,0,701,0
"BUSI",1961,0,776,0
"BUSI",1962,0,921,0
"BUSI",1963,0,878,0
"BUSI",1964,0,967,0
"BUSI",1965,0,924,0
"BUSI",1966,0,1069,0
"BUSI",1967,0,1329,0
"BUSI",1968,0,1432,0
"BUSI",1969,0,2052,0
"BUSI",1970,0,2400,0
"BUSI",1971,0,2503,0
"BUSI",1972,0,2794,0
"BUSI",1973,0,3510,0
"BUSI",1974,0,4084,0
"BUSI",1975,0,4213,0
"BUSI",1976,0,4354,0
"BUSI",1977,1,4785,0.000208986415882968
"BUSI",1978,0,4933,0
"BUSI",1979,1,5216,0.000191717791411043
"BUSI",1980,1,5453,0.000183385292499542
"BUSI",1981,0,5866,0
"BUSI",1982,0,6612,0
"BUSI",1983,0,7418,0
"BUSI",1984,1,7871,0.000127048659636641
"BUSI",1985,2,8046,0.000248570718369376
"BUSI",1986,3,8355,0.000359066427289048
"BUSI",1987,2,8609,0.000232315019165989
"BUSI",1988,0,9570,0
"BUSI",1989,0,10391,0
"BUSI",1990,2,12656,0.00015802781289507
"BUSI",1991,1,12541,7.9738457858225e-05
"BUSI",1992,1,13507,7.40356852002665e-05
"BUSI",1993,4,14529,0.00027531144607337
"BUSI",1994,1,15933,6.27628193058432e-05
"BUSI",1995,1,17266,5.79172941040195e-05
"BUSI",1996,9,24566,0.0003663600097696
"BUSI",1997,5,23884,0.000209345168313515
"BUSI",1998,2,25475,7.85083415112856e-05
"BUSI",1999,2,25778,7.75855380557064e-05
"BUSI",2000,7,29599,0.000236494476164735
"BUSI",2001,5,41948,0.000119195194049776
"BUSI",2002,7,44894,0.00015592284046866
"BUSI",2003,4,49204,8.12942037232745e-05
"BUSI",2004,12,49200,0.00024390243902439
"BUSI",2005,4,63595,6.28980265744162e-05
"BUSI",2006,4,64114,6.23888698256231e-05
"BUSI",2007,4,66338,6.02972655190087e-05
"BUSI",2008,4,66910,5.97817964429831e-05
"BUSI",2009,5,66985,7.4643576920206e-05
"BUSI",2010,9,73492,0.000122462308822729
"BUSI",2011,14,75108,0.000186398253182084
"BUSI",2012,8,72977,0.000109623580032065
"BUSI",2013,14,82040,0.000170648464163823
"BUSI",2014,12,82229,0.000145933916258254
"BUSI",2015,13,83733,0.000155255395124981
"BUSI",2016,14,94762,0.000147738544986387
"BUSI",2017,11,100334,0.000109633823031076
"BUSI",2018,17,98020,0.00017343399306264
"BUSI",2019,19,108730,0.000174744780649315
"BUSI",2020,23,104334,0.000220445875745203
"BUSI",2021,22,107313,0.000205007780977142
"CENG",1960,0,5000,0
"CENG",1961,0,5270,0
"CENG",1962,0,5721,0
"CENG",1963,0,5560,0
"CENG",1964,0,6133,0
"CENG",1965,0,7753,0
"CENG",1966,0,8315,0
"CENG",1967,0,9476,0
"CENG",1968,0,9886,0
"CENG",1969,0,11421,0
"CENG",1970,0,11870,0
"CENG",1971,0,12267,0
"CENG",1972,0,13139,0
"CENG",1973,0,13643,0
"CENG",1974,0,13459,0
"CENG",1975,0,14509,0
"CENG",1976,0,14981,0
"CENG",1977,0,15395,0
"CENG",1978,1,16125,6.2015503875969e-05
"CENG",1979,0,18744,0
"CENG",1980,1,19790,5.05305709954522e-05
"CENG",1981,0,18436,0
"CENG",1982,0,18678,0
"CENG",1983,1,20887,4.78766696988557e-05
"CENG",1984,0,21669,0
"CENG",1985,0,22872,0
"CENG",1986,1,22586,4.42752147347915e-05
"CENG",1987,0,23639,0
"CENG",1988,0,24934,0
"CENG",1989,0,25723,0
"CENG",1990,0,24996,0
"CENG",1991,0,29424,0
"CENG",1992,0,28670,0
"CENG",1993,1,32093,3.11594428691615e-05
"CENG",1994,1,32685,3.05950741930549e-05
"CENG",1995,1,32589,3.06852005277855e-05
"CENG",1996,3,45178,6.64040019478507e-05
"CENG",1997,1,45386,2.20332261049663e-05
"CENG",1998,1,47334,2.11264630075633e-05
"CENG",1999,0,50087,0
"CENG",2000,1,68892,1.45154734947454e-05
"CENG",2001,0,77200,0
"CENG",2002,2,71364,2.80253349027521e-05
"CENG",2003,4,70908,5.64111242737068e-05
"CENG",2004,1,74384,1.34437513443751e-05
"CENG",2005,3,85211,3.52067221368133e-05
"CENG",2006,1,85320,1.17205813408345e-05
"CENG",2007,0,89394,0
"CENG",2008,1,90584,1.10394771703612e-05
"CENG",2009,2,96318,2.07645507589443e-05
"CENG",2010,0,97594,0
"CENG",2011,10,109821,9.10572659145336e-05
"CENG",2012,0,106301,0
"CENG",2013,3,119750,2.50521920668058e-05
"CENG",2014,1,128849,7.76102259233677e-06
"CENG",2015,1,138681,7.21079311513473e-06
"CENG",2016,0,141090,0
"CENG",2017,3,145323,2.06436696187114e-05
"CENG",2018,2,160314,1.24755167982834e-05
"CENG",2019,0,171765,0
"CENG",2020,7,186756,3.74820621559682e-05
"CENG",2021,4,205563,1.94587547369906e-05
"CHEM",1960,0,17457,0
"CHEM",1961,0,18376,0
"CHEM",1962,0,19367,0
"CHEM",1963,0,20588,0
"CHEM",1964,0,22901,0
"CHEM",1965,0,26668,0
"CHEM",1966,0,27691,0
"CHEM",1967,0,33284,0
"CHEM",1968,0,34861,0
"CHEM",1969,0,32888,0
"CHEM",1970,0,34252,0
"CHEM",1971,0,35533,0
"CHEM",1972,0,37741,0
"CHEM",1973,0,38220,0
"CHEM",1974,0,38915,0
"CHEM",1975,0,39782,0
"CHEM",1976,0,41904,0
"CHEM",1977,0,42378,0
"CHEM",1978,1,43229,2.31326193064841e-05
"CHEM",1979,0,46502,0
"CHEM",1980,0,47828,0
"CHEM",1981,0,49113,0
"CHEM",1982,0,49818,0
"CHEM",1983,1,52432,1.90723222459567e-05
"CHEM",1984,0,55088,0
"CHEM",1985,0,56451,0
"CHEM",1986,1,58215,1.71777033410633e-05
"CHEM",1987,0,59883,0
"CHEM",1988,1,62941,1.58878950127898e-05
"CHEM",1989,0,65728,0
"CHEM",1990,0,69393,0
"CHEM",1991,0,72512,0
"CHEM",1992,0,73944,0
"CHEM",1993,1,80180,1.24719381391868e-05
"CHEM",1994,1,82412,1.21341552201136e-05
"CHEM",1995,1,84170,1.18807175953428e-05
"CHEM",1996,0,107452,0
"CHEM",1997,3,108719,2.7594072793164e-05
"CHEM",1998,2,113652,1.75975785731883e-05
"CHEM",1999,1,114774,8.71277467022148e-06
"CHEM",2000,0,119938,0
"CHEM",2001,0,129680,0
"CHEM",2002,2,135773,1.47304692390976e-05
"CHEM",2003,4,137704,2.90478126997037e-05
"CHEM",2004,1,151153,6.61581311651108e-06
"CHEM",2005,3,163909,1.83028387702933e-05
"CHEM",2006,1,175196,5.70789287426654e-06
"CHEM",2007,1,185576,5.38862783980687e-06
"CHEM",2008,0,191386,0
"CHEM",2009,2,189604,1.05483006687623e-05
"CHEM",2010,2,196002,1.02039775104336e-05
"CHEM",2011,4,211213,1.89382282340576e-05
"CHEM",2012,1,213813,4.6769840935771e-06
"CHEM",2013,3,227200,1.32042253521127e-05
"CHEM",2014,4,235708,1.69701495070172e-05
"CHEM",2015,2,247376,8.08485867667033e-06
"CHEM",2016,3,249368,1.20304128837702e-05
"CHEM",2017,3,254977,1.17657671084059e-05
"CHEM",2018,8,272365,2.93723496043912e-05
"CHEM",2019,5,282163,1.77202538957978e-05
"CHEM",2020,14,295204,4.74248316418477e-05
"CHEM",2021,10,316404,3.16051630194309e-05
"COMP",1960,0,940,0
"COMP",1961,0,1399,0
"COMP",1962,0,1491,0
"COMP",1963,0,1412,0
"COMP",1964,0,1831,0
"COMP",1965,0,2018,0
"COMP",1966,0,2171,0
"COMP",1967,0,2473,0
"COMP",1968,0,2415,0
"COMP",1969,0,3096,0
"COMP",1970,0,3345,0
"COMP",1971,0,4057,0
"COMP",1972,0,4829,0
"COMP",1973,0,5520,0
"COMP",1974,0,6257,0
"COMP",1975,0,7064,0
"COMP",1976,0,7516,0
"COMP",1977,0,8242,0
"COMP",1978,0,8837,0
"COMP",1979,0,10266,0
"COMP",1980,1,11559,8.65126741067566e-05
"COMP",1981,0,12518,0
"COMP",1982,1,14067,7.10883628350039e-05
"COMP",1983,0,16426,0
"COMP",1984,0,17749,0
"COMP",1985,0,18847,0
"COMP",1986,0,23554,0
"COMP",1987,0,25085,0
"COMP",1988,0,28071,0
"COMP",1989,0,33597,0
"COMP",1990,1,38199,2.61786957773764e-05
"COMP",1991,0,43535,0
"COMP",1992,0,48589,0
"COMP",1993,0,55348,0
"COMP",1994,0,61436,0
"COMP",1995,0,65185,0
"COMP",1996,2,75755,2.64008976305194e-05
"COMP",1997,1,77794,1.28544617836851e-05
"COMP",1998,0,85891,0
"COMP",1999,0,88924,0
"COMP",2000,1,92815,1.07741205624091e-05
"COMP",2001,2,105978,1.88718413255581e-05
"COMP",2002,1,118239,8.45744635864647e-06
"COMP",2003,3,130721,2.29496408381209e-05
"COMP",2004,5,129788,3.85243628070392e-05
"COMP",2005,3,163227,1.83793122461357e-05
"COMP",2006,2,205285,9.74255303602309e-06
"COMP",2007,4,231763,1.72590102820554e-05
"COMP",2008,13,269948,4.81574229110792e-05
"COMP",2009,11,303449,3.62499134945246e-05
"COMP",2010,18,318983,5.64293394945812e-05
"COMP",2011,20,320410,6.24200243438095e-05
"COMP",2012,16,322345,4.96362592874095e-05
"COMP",2013,15,321302,4.66850502019907e-05
"COMP",2014,15,328358,4.56818472520846e-05
"COMP",2015,21,343722,6.10958856285021e-05
"COMP",2016,29,376744,7.69753466544922e-05
"COMP",2017,28,403301,6.94270532431112e-05
"COMP",2018,46,452803,0.000101589432932202
"COMP",2019,45,528984,8.5068735538315e-05
"COMP",2020,58,494373,0.000117320322914075
"COMP",2021,45,460487,9.77226284346789e-05
"DECI",1960,0,226,0
"DECI",1961,0,291,0
"DECI",1962,0,228,0
"DECI",1963,0,303,0
"DECI",1964,0,325,0
"DECI",1965,0,312,0
"DECI",1966,0,361,0
"DECI",1967,0,572,0
"DECI",1968,0,576,0
"DECI",1969,0,669,0
"DECI",1970,0,933,0
"DECI",1971,0,960,0
"DECI",1972,0,1070,0
"DECI",1973,0,1282,0
"DECI",1974,0,1295,0
"DECI",1975,0,1572,0
"DECI",1976,0,1655,0
"DECI",1977,0,1644,0
"DECI",1978,0,1907,0
"DECI",1979,0,1883,0
"DECI",1980,0,2027,0
"DECI",1981,0,2128,0
"DECI",1982,0,2377,0
"DECI",1983,0,2509,0
"DECI",1984,0,2868,0
"DECI",1985,0,3151,0
"DECI",1986,0,3541,0
"DECI",1987,0,3720,0
"DECI",1988,0,3880,0
"DECI",1989,0,3888,0
"DECI",1990,0,4450,0
"DECI",1991,0,4719,0
"DECI",1992,0,5794,0
"DECI",1993,0,5905,0
"DECI",1994,0,5995,0
"DECI",1995,0,6225,0
"DECI",1996,0,7652,0
"DECI",1997,0,7688,0
"DECI",1998,0,7965,0
"DECI",1999,1,8916,0.000112157918349035
"DECI",2000,0,8610,0
"DECI",2001,0,8944,0
"DECI",2002,0,9521,0
"DECI",2003,0,10628,0
"DECI",2004,1,10883,9.18864283745291e-05
"DECI",2005,0,14738,0
"DECI",2006,0,16986,0
"DECI",2007,0,20192,0
"DECI",2008,0,23241,0
"DECI",2009,1,25325,3.94866732477789e-05
"DECI",2010,2,27730,7.21240533717995e-05
"DECI",2011,2,24995,8.00160032006401e-05
"DECI",2012,1,23522,4.25133917183913e-05
"DECI",2013,2,25931,7.71277621379816e-05
"DECI",2014,0,26624,0
"DECI",2015,1,30967,3.22924403397165e-05
"DECI",2016,6,38681,0.00015511491429901
"DECI",2017,4,47475,8.42548709847288e-05
"DECI",2018,6,60257,9.95734935360207e-05
"DECI",2019,6,76775,7.81504395962227e-05
"DECI",2020,14,82211,0.000170293513033536
"DECI",2021,8,72264,0.000110705192073508
"DENT",1960,0,960,0
"DENT",1961,0,1010,0
"DENT",1962,0,1050,0
"DENT",1963,0,1059,0
"DENT",1964,0,1102,0
"DENT",1965,0,2128,0
"DENT",1966,0,2165,0
"DENT",1967,2,2591,0.000771902740254728
"DENT",1968,0,2671,0
"DENT",1969,0,2825,0
"DENT",1970,0,2937,0
"DENT",1971,0,3049,0
"DENT",1972,1,3082,0.000324464633354964
"DENT",1973,1,3464,0.000288683602771363
"DENT",1974,2,3609,0.000554170130229981
"DENT",1975,3,3391,0.000884694780300796
"DENT",1976,2,3718,0.000537923614846692
"DENT",1977,3,4090,0.000733496332518337
"DENT",1978,2,3899,0.000512952038984355
"DENT",1979,5,3904,0.00128073770491803
"DENT",1980,2,3986,0.000501756146512795
"DENT",1981,2,4296,0.000465549348230912
"DENT",1982,5,4722,0.00105887335874629
"DENT",1983,2,4533,0.000441208912420031
"DENT",1984,3,4927,0.000608889790947838
"DENT",1985,4,5069,0.000789110278161373
"DENT",1986,20,5366,0.00372717107715244
"DENT",1987,7,5633,0.00124267708148411
"DENT",1988,1,6006,0.000166500166500167
"DENT",1989,5,6409,0.000780152909970354
"DENT",1990,7,6741,0.00103842159916926
"DENT",1991,7,6344,0.00110340479192938
"DENT",1992,11,6438,0.00170860515688102
"DENT",1993,12,6413,0.00187119912677374
"DENT",1994,12,6415,0.00187061574434918
"DENT",1995,15,6505,0.00230591852421214
"DENT",1996,14,6570,0.00213089802130898
"DENT",1997,7,6527,0.00107246820897809
"DENT",1998,16,7004,0.00228440890919475
"DENT",1999,10,6970,0.00143472022955524
"DENT",2000,15,7617,0.00196927924379677
"DENT",2001,9,8062,0.00111634830066981
"DENT",2002,6,8175,0.00073394495412844
"DENT",2003,10,9641,0.00103723680116171
"DENT",2004,12,10161,0.00118098612341305
"DENT",2005,15,11914,0.00125902299815343
"DENT",2006,18,13731,0.00131090233777584
"DENT",2007,11,14676,0.000749523030798583
"DENT",2008,18,15416,0.00116761805915932
"DENT",2009,21,15233,0.00137858596468194
"DENT",2010,11,15041,0.000731334352769098
"DENT",2011,19,17252,0.00110132158590308
"DENT",2012,17,18825,0.000903054448871182
"DENT",2013,17,17489,0.000972039567728286
"DENT",2014,17,16719,0.00101680722531252
"DENT",2015,18,16831,0.00106945517200404
"DENT",2016,23,16840,0.00136579572446556
"DENT",2017,20,17799,0.00112365863250744
"DENT",2018,21,18032,0.00116459627329193
"DENT",2019,16,18026,0.000887606790191945
"DENT",2020,12,19788,0.000606428138265616
"DENT",2021,23,23436,0.000981396142686465
"EART",1960,0,2918,0
"EART",1961,0,3243,0
"EART",1962,0,3555,0
"EART",1963,0,3621,0
"EART",1964,0,4568,0
